序号,书名,评分,价格,出版社,url
46088,海贼王原画集,9.3 ,35.00元,吉林美术出版社,https://book.douban.com/subject/1521216/
46117,奇诺之旅IV,9.3 ,NT180,台湾角川,https://book.douban.com/subject/1439751/
46118,奇诺之旅Ⅷ,9.3 ,72.00元,台灣角川,https://book.douban.com/subject/1370222/
46139,原野漫步,9.3 ,39.80元,人民邮电出版社,https://book.douban.com/subject/26577655/
46141,香港澳门攻略完全制霸（第4版）,9.3 ,49.8,中国邮电出版社,https://book.douban.com/subject/26364243/
46174,儿童杂事诗笺释,9.3 ,38,岳麓书社,https://book.douban.com/subject/1227861/
46199,道德经,9.3 ,22.00元,安徽人民出版社,https://book.douban.com/subject/1002426/
46213,王国维遗书,9.3 ,420,上海书店出版社,https://book.douban.com/subject/1057303/
46308,全唐诗（全二十五册）,9.3 ,468,中华书局,https://book.douban.com/subject/1161592/
46316,宋词三百首笺注,9.3 ,22.00元,人民文学出版社,https://book.douban.com/subject/1426172/
46338,自传集,9.3 ,9.9,岳麓书社,https://book.douban.com/subject/1202334/
46395,月球探险,9.3 ,25.00元,中国少年儿童出版社,https://book.douban.com/subject/1001178/
46512,TheMissingPiece,9.3 ,USD16.99,Harper&Row,https://book.douban.com/subject/1473100/
46515,TheGivingTree40thAnniversaryEditionBookwithCD,9.3 ,USD18.99,HarperCollins,https://book.douban.com/subject/1344033/
46524,米菲在雪中,9.3 ,12.80元,人民邮电,https://book.douban.com/subject/3664037/
46565,绿野仙踪,9.3 ,98.00元,接力出版社,https://book.douban.com/subject/10604010/
46585,デュラララ!!×5,9.3 ,599,電撃文庫,https://book.douban.com/subject/4260622/
46587,デュラララ!!×7,9.3 ,JPY6.41,アスキーメディアワークス,https://book.douban.com/subject/4262276/
46645,群书治要,9.3 ,49.00元,鹭江出版社,https://book.douban.com/subject/1409443/
46698,农民进城防骗手册,9.3 ,13.00元,湖南人民出版社,https://book.douban.com/subject/1929825/
46808,百鬼夜行抄9[東立],9.3 ,NT100,东立出版社,https://book.douban.com/subject/3091336/
46811,百鬼夜行抄10[東立],9.3 ,NT$95,东立出版社,https://book.douban.com/subject/1387866/
46866,苏轼词集,9.3 ,18.00元,上海古籍出版社,https://book.douban.com/subject/3993392/
47126,红楼梦（全四册）,9.3 ,68.5,上海古籍出版社,https://book.douban.com/subject/1023936/
47173,基督山伯爵,9.3 ,4,人民文学出版社,https://book.douban.com/subject/3904329/
47205,別斃了那隻狗,9.3 ,300新台幣,商周出版,https://book.douban.com/subject/3670287/
47217,辛弃疾词,9.3 ,16.00元,人民文学出版社,https://book.douban.com/subject/1279929/
47433,我与地坛,9.3 ,29.00元,人民文学出版社,https://book.douban.com/subject/6079389/
47512,纪伯伦散文诗全集,9.3 ,20.00元,浙江文艺出版社,https://book.douban.com/subject/1070471/
47513,纪伯伦散文诗经典,9.3 ,29.50元,译林,https://book.douban.com/subject/1326838/
47551,野草,9.3 ,7.00元,人民文学出版社,https://book.douban.com/subject/1970845/
47564,三国演义,9.3 ,24.00元,中华书局,https://book.douban.com/subject/1321545/
47578,基督山伯爵（上下）,9.3 ,38.00元,国际文化,https://book.douban.com/subject/1735180/
47618,哭泣精灵,9.3 ,8,二十一世纪出版社,https://book.douban.com/subject/1326310/
47619,秘境,9.3 ,7.5,二十一世纪出版社,https://book.douban.com/subject/1327918/
47648,伊藤潤二恐怖博物館3,9.3 ,650円（税込）,朝日新聞出版,https://book.douban.com/subject/3191706/
47650,伊藤潤二恐怖博物館7,9.3 ,650円（税込）,朝日新聞出版,https://book.douban.com/subject/3191710/
47666,魁!!天兵高校05,9.3 ,85(元),东立出版社,https://book.douban.com/subject/3125629/
47667,魁!!天兵高校07,9.3 ,85(元),东立出版社,https://book.douban.com/subject/3125631/
47670,魁!!天兵高校04,9.3 ,85(元),东立出版社,https://book.douban.com/subject/3125628/
47671,魁!!天兵高校09,9.3 ,85(元),东立出版社,https://book.douban.com/subject/3125633/
47672,魁!!天兵高校10,9.3 ,85(元),东立出版社,https://book.douban.com/subject/3125634/
47884,無限住人16,9.3 ,NT$100元,东立出版社,https://book.douban.com/subject/3113637/
47903,ディヴィジョン,9.3 ,JPY600,新書館,https://book.douban.com/subject/4927458/
47947,昨日的美食(08),9.3 ,130NT,尖端出版社,https://book.douban.com/subject/25984981/
47987,未來都市No.608,9.3 ,NT$100,东立出版社,https://book.douban.com/subject/25780195/
47998,BACCANO！大騷動！04,9.3 ,NT$200,台灣角川,https://book.douban.com/subject/3989212/
48099,煌夜祭,9.3 ,NT$220,青文出版社,https://book.douban.com/subject/6508619/
48109,ヴィンランド・サガ2,9.3 ,JPY590,講談社,https://book.douban.com/subject/3926124/
48120,キス1,9.3 ,680円（税込）,白泉社,https://book.douban.com/subject/2326778/
48126,放浪息子08,9.3 ,JPY651,エンターブレイン,https://book.douban.com/subject/4319605/
48163,絕望先生17,9.3 ,95元,东立出版社,https://book.douban.com/subject/3911706/
48164,絕望先生18,9.3 ,95元,东立出版社,https://book.douban.com/subject/4113484/
48185,flat～友情平均值～4,9.3 ,NT95,东立出版社,https://book.douban.com/subject/6533083/
48239,ホリミヤ3,9.3 ,JPY590,スクウェア・エニックス,https://book.douban.com/subject/21853664/
48250,花牌情緣2,9.3 ,NT95,东立出版社,https://book.douban.com/subject/3840440/
48303,SEXPISTOLS8,9.3 ,JPY650,リブレ出版,https://book.douban.com/subject/25816559/
48304,世界一初恋小野寺律的情况4,9.3 ,NT$120,台湾角川,https://book.douban.com/subject/10530618/
48305,世界一初恋小野寺律的情况2,9.3 ,台币120,台湾角川,https://book.douban.com/subject/6105544/
48307,世界一初恋小野寺律的情况,9.3 ,NT$120,台湾角川,https://book.douban.com/subject/6124865/
48342,加菲猫全集（11-20）,9.3 ,8.00元,北方妇女儿童出版社,https://book.douban.com/subject/1225396/
48343,加菲猫全集1~10册,9.3 ,4.80元,北方妇女儿童出版社,https://book.douban.com/subject/1199412/
48348,二十四节气,9.3 ,88.00元,新星出版社,https://book.douban.com/subject/26273658/
48379,成都街巷志,9.3 ,180.00元,四川教育出版社,https://book.douban.com/subject/4778441/
48426,召喚惡魔08,9.3 ,NT$120,东立出版社,https://book.douban.com/subject/21319910/
48428,召喚惡魔05,9.3 ,NT$110,东立出版社,https://book.douban.com/subject/5332894/
48430,召喚惡魔04,9.3 ,NT$110,东立出版社,https://book.douban.com/subject/4299389/
48432,召喚惡魔09,9.3 ,NT$130,东立出版社,https://book.douban.com/subject/21360754/
48472,リストランテ・パラディーゾ,9.3 ,683,太田出版,https://book.douban.com/subject/3004225/
48481,江湖丛谈,9.3 ,98.00元,中华书局,https://book.douban.com/subject/7065491/
48534,哈姆莱特,9.3 ,25.00元,人民文学出版社,https://book.douban.com/subject/10564059/
48549,安徒生童话故事全集（全四册）,9.3 ,88,中国少年儿童出版社,https://book.douban.com/subject/1003502/
48551,舒克和贝塔（下篇）,9.3 ,15.4,中国电影出版社,https://book.douban.com/subject/1962295/
48562,金瓶梅詞話,9.3 ,NT$1000,里仁書局,https://book.douban.com/subject/2972805/
48587,3月的獅子(02),9.3 ,NT120,尖端出版社,https://book.douban.com/subject/3792019/
48595,花田少年史(02),9.3 ,110元,尖端出版社,https://book.douban.com/subject/3340102/
48611,用不织布做蔬果小饰物,9.3 ,25.00元,河南科学技术出版社,https://book.douban.com/subject/6067586/
48642,TheArtofMyNeighborTotoro,9.3 ,GBP20.00,VIZMediaLLC,https://book.douban.com/subject/2334131/
48667,LycheeLightClub,9.3 ,USD16.95,Vertical,https://book.douban.com/subject/6104728/
48680,JOJO的奇妙冒險(11),9.3 ,NT$85元,东立出版社,https://book.douban.com/subject/3112884/
48681,JOJO的奇妙冒險(10),9.3 ,NT$85元,东立出版社,https://book.douban.com/subject/3112883/
48682,JOJO的奇妙冒險(13),9.3 ,NT$85元,东立出版社,https://book.douban.com/subject/3112888/
48753,拜见女皇陛下1,9.3 ,HK$58,影文化传播（香港）有限公司,https://book.douban.com/subject/4309266/
48795,ジョジョリオン1,9.3 ,460円（税込）,集英社,https://book.douban.com/subject/7051852/
48817,恐怖宠物店8,9.3 ,12.00元,"黑龙江美术出版社,哈尔滨出版社",https://book.douban.com/subject/1180096/
48833,多重人格探偵サイコ(7)(角川コミックス・エース),9.3 ,JPY6.09,角川書店,https://book.douban.com/subject/1796070/
48836,REAL(13),9.3 ,NT$180,尖端出版社,https://book.douban.com/subject/25775763/
48870,ONEPIECE63,9.3 ,420円(税込),集英社,https://book.douban.com/subject/6519598/
48902,肌肉训练完全图解：拉伸训练,9.3 ,48,人民邮电出版社,https://book.douban.com/subject/26351948/
48923,玉溪生诗集笺注,9.3 ,58.00元,上海古籍出版社,https://book.douban.com/subject/2310478/
48953,庄子,9.3 ,23.80元,中国社会科学出版社,https://book.douban.com/subject/1309943/
49059,中国四十年来大事记,9.3 ,14.00元,岳麓书社,https://book.douban.com/subject/5990879/
49061,上学记,9.3 ,20.00元,生活·读书·新知三联书店,https://book.douban.com/subject/4054733/
49088,清实录（全60册）,9.3 ,19000.00元,中华书局,https://book.douban.com/subject/3610242/
49113,不毛地帶（中）,9.3 ,NTD399元,皇冠文化,https://book.douban.com/subject/4746900/
49196,鋼之鍊金術師19,9.3 ,90(元),东立出版社,https://book.douban.com/subject/3145372/
49198,鋼之鍊金術師16,9.3 ,90(元),东立出版社,https://book.douban.com/subject/3145365/
49199,鋼之鍊金術師17,9.3 ,90(元),东立出版社,https://book.douban.com/subject/3145369/
49200,鋼之鍊金術師15,9.3 ,85(元),东立出版社,https://book.douban.com/subject/3145362/
49203,鋼之鍊金術師14,9.3 ,90(元),东立出版社,https://book.douban.com/subject/3145360/
49244,デュラララ!!×9,9.3 ,JPY599,アスキーメディアワークス,https://book.douban.com/subject/5919624/
49249,魔音少年2,9.3 ,NT-80,东立出版社,https://book.douban.com/subject/4095322/
49317,多重人格探偵サイコ(8)(角川コミックス・エース),9.3 ,JPY6.09,角川書店,https://book.douban.com/subject/1796073/
49320,五星物語(01),9.3 ,220元,尖端出版社,https://book.douban.com/subject/3122422/
49326,地下城主指南,9.3 ,158.00元,第三波,https://book.douban.com/subject/1941280/
49396,重金属主奏吉他教材1.2,9.3 ,48.00元,湖南文艺出版社（文学类）,https://book.douban.com/subject/1159502/
49422,黄色い涙西暦一九六三年の嵐,9.3 ,1900円,角川パブリッシング,https://book.douban.com/subject/2027100/
49436,中国敦煌历代装饰图案,9.3 ,266.00元,清华大学出版社,https://book.douban.com/subject/1181441/
49445,傅雷译巴尔扎克名作集（全六册）,9.3 ,150.00元,河南人民出版社,https://book.douban.com/subject/1692260/
49502,俺様ティーチャー2,9.3 ,420円,白泉社,https://book.douban.com/subject/24839354/
49508,3月のライオン3,9.3 ,510円（税込）,白泉社,https://book.douban.com/subject/3924750/
49566,草包阿姨,9.3 ,11.5,译林,https://book.douban.com/subject/1782628/
49648,MAGIC,9.3 ,410日元,白泉社,https://book.douban.com/subject/2975917/
49706,苏轼词,9.3 ,16.00元,人民文学出版社,https://book.douban.com/subject/1279926/
49845,小矮人,9.3 ,68.00元,贵州人民出版社,https://book.douban.com/subject/6523875/
49849,手绢上的花田,9.3 ,16.00元,接力出版社,https://book.douban.com/subject/7058461/
49933,王右丞集箋注,9.3 ,39.00元,上海古籍出版社,https://book.douban.com/subject/2984029/
49949,西游记,9.3 ,46.00元,中华书局,https://book.douban.com/subject/3810700/
49951,红楼梦,9.3 ,76.00元,中华书局,https://book.douban.com/subject/3810697/
49965,父与子,9.3 ,12.00元,译林出版社,https://book.douban.com/subject/1922977/
49997,伊藤潤二恐怖博物館10,9.3 ,650円（税込）,朝日新聞出版,https://book.douban.com/subject/3191716/
50023,魁!!天兵高校15,9.3 ,85(元),东立出版社,https://book.douban.com/subject/3125643/
50134,幻月楼奇譚(キャラコミックス),9.3 ,560円（税込）,徳間書店,https://book.douban.com/subject/4908725/
50137,百鬼夜行抄20,9.3 ,NTD110元,东立出版社,https://book.douban.com/subject/7916285/
50173,迷宮飯2,9.3 ,NT$140,青文出版社,https://book.douban.com/subject/26641315/
50180,潔く柔く4,9.3 ,JPY410,集英社,https://book.douban.com/subject/10463537/
50202,惡魔夢碑(01),9.3 ,130元,尖端出版社,https://book.douban.com/subject/1864854/
50204,半神(文庫),9.3 ,590（税込）,小学館,https://book.douban.com/subject/1945470/
50238,潔く柔く13,9.3 ,JPY420,集英社,https://book.douban.com/subject/10463521/
50254,きのう何食べた?5,9.3 ,600円（税込）,講談社,https://book.douban.com/subject/6787712/
50290,文堺雅人2,9.3 ,日币1470,文艺春秋,https://book.douban.com/subject/24749919/
50306,空之境界（上）,9.3 ,NT$260,尖端出版社,https://book.douban.com/subject/4263836/
50311,バッカーノ!1705TheIronicLightOrchestra,9.3 ,JPY599,メディアワークス,https://book.douban.com/subject/4836163/
50313,バッカーノ！2002【Aside】BulletGarden,9.3 ,578円,メディアワークス,https://book.douban.com/subject/4714360/
50321,BACCANO！01,9.3 ,NT200,台湾角川,https://book.douban.com/subject/3242963/
50323,BACCANO！大騷動！1705TheIronicLightOrchestra,9.3 ,NT$220,台灣國際角川書店,https://book.douban.com/subject/6508376/
50373,放浪息子15,9.3 ,JPY651,エンターブレイン発行/KADOKAWA発売,https://book.douban.com/subject/24874516/
50391,絕望先生21,9.3 ,NT$95,东立出版社,https://book.douban.com/subject/5385617/
50401,鐵樂詩歌02,9.3 ,NT$120,東販,https://book.douban.com/subject/24295093/
50403,舞動青春01,9.3 ,NT$100,东立出版社,https://book.douban.com/subject/25789736/
50412,きのう何食べた?7,9.3 ,600円（税込）,講談社,https://book.douban.com/subject/20284013/
50431,火鳳燎原33,9.3 ,95元,东立出版社,https://book.douban.com/subject/3334964/
50432,火鳳燎原37,9.3 ,95元,东立出版社,https://book.douban.com/subject/4215277/
50459,GANGSTA.（3）,9.3 ,580円,新潮社,https://book.douban.com/subject/10876695/
50468,銀之匙(限定版)02,9.3 ,NT$150,东立出版社,https://book.douban.com/subject/10750048/
50482,花牌情緣5,9.3 ,NT95,东立出版社,https://book.douban.com/subject/6727182/
50483,花牌情緣7,9.3 ,NT95,东立出版社,https://book.douban.com/subject/6727188/
50484,花牌情緣8,9.3 ,NT95,东立出版社,https://book.douban.com/subject/6727189/
50487,花牌情緣9,9.3 ,NT95,东立出版社,https://book.douban.com/subject/6727192/
50518,DOGSTYLE3,9.3 ,650（税込）,リブレ出版,https://book.douban.com/subject/3262873/
50554,玛法达的世界：娃娃看天下(B卷3册),9.3 ,29.7,作家出版社,https://book.douban.com/subject/1068437/
50568,FilmSchoolConfidential,9.3 ,USD14.95,PerigeeTrade,https://book.douban.com/subject/2368858/
50571,维特根斯坦传（插图版）,9.3 ,168.00元,浙江大学出版社,https://book.douban.com/subject/25817581/
50572,中国史学名著,9.3 ,36.00元,生活·读书·新知三联书店,https://book.douban.com/subject/24377608/
50616,武道狂之詩卷十三：武當之戰,9.3 ,HK$78.00,天行者出版,https://book.douban.com/subject/24858338/
50621,銀魂01,9.3 ,NT$90,东立出版社,https://book.douban.com/subject/3137585/
50624,UndertheRose(1)冬の物語,9.3 ,788円（税込）,幻冬舎,https://book.douban.com/subject/3040228/
50678,小王子,9.3 ,21.00元,上海译文出版社,https://book.douban.com/subject/1099975/
50690,三国演义-毛宗岗评本(全二册),9.3 ,90.00元,上海古籍出版社,https://book.douban.com/subject/1203370/
50704,異色短篇集6-終結機器人,9.3 ,NT$60元,大然文化事業股份有限公司,https://book.douban.com/subject/1975743/
50725,十二國記：風之萬里·黎明之空（下）,9.3 ,NT$320,尖端出版社,https://book.douban.com/subject/1344966/
50734,十二國記：風之萬里·黎明之空（上）,9.3 ,NT$320,尖端出版社,https://book.douban.com/subject/1344965/
50826,爆漫王。07,9.3 ,9.80元,安徽少年儿童出版社,https://book.douban.com/subject/6850377/
50827,爆漫王。05,9.3 ,9.80元,安徽少年儿童出版社,https://book.douban.com/subject/6850379/
50828,爆漫王。06,9.3 ,9.80元,安徽少年儿童出版社,https://book.douban.com/subject/6850376/
50829,爆漫王。03,9.3 ,9.80元,安徽少年儿童出版社,https://book.douban.com/subject/6534954/
50830,爆漫王。04,9.3 ,9.80元,安徽少年儿童出版社,https://book.douban.com/subject/6534952/
50846,爆漫王。02,9.3 ,9.80元,安徽少年儿童出版社,https://book.douban.com/subject/6534953/
50847,爆漫王。01,9.3 ,9.80元,安徽少年儿童出版社,https://book.douban.com/subject/6534951/
50929,恐怖寵物店(09),9.3 ,100元,东立出版社,https://book.douban.com/subject/3830610/
50930,恐怖寵物店(02),9.3 ,100元,东立出版社,https://book.douban.com/subject/3830578/
50931,恐怖寵物店(01),9.3 ,100元,东立出版社,https://book.douban.com/subject/3830557/
50967,ONEPIECE69,9.3 ,JPY420.00,集英社,https://book.douban.com/subject/21263606/
50970,ONEPIECE~航海王~69,9.3 ,NT$100,东立出版社,https://book.douban.com/subject/23222362/
50971,妖怪連絡簿(12),9.3 ,NT95元,东立出版社,https://book.douban.com/subject/10487763/
50996,汉魏六朝诗选,9.3 ,29.00元,中华书局,https://book.douban.com/subject/19975143/
51072,中国文化史-上.下册,9.3 ,82.00元,岳麓书社,https://book.douban.com/subject/4201708/
51082,唐灵飞经,9.3 ,4.50元,文物出版社,https://book.douban.com/subject/1670297/
51106,爱比克泰德论说集,9.3 ,43.00元,商务印书馆,https://book.douban.com/subject/3806060/
51121,一九八四,9.3 ,19.50元,译林出版社,https://book.douban.com/subject/4811917/
51123,鋼之鍊金術師18,9.3 ,90(元),东立出版社,https://book.douban.com/subject/3145370/
51291,哈农钢琴练指法,9.3 ,18.90元,人民音乐出版社,https://book.douban.com/subject/1116100/
51414,卡尔文复仇记,9.3 ,20.00元,南海出版公司,https://book.douban.com/subject/1213680/
51474,微观经济学,9.3 ,48.00元,人民邮电出版社,https://book.douban.com/subject/2983682/
51511,李璟李煜词,9.3 ,8.1,人民文学出版社,https://book.douban.com/subject/1547465/
51516,久石让钢琴作品精选集,9.3 ,36.00元,湖南文艺出版社,https://book.douban.com/subject/4476560/
51524,RIVER's543Vol.1,9.3 ,新臺幣168元,台灣東販出版社,https://book.douban.com/subject/1861769/
51525,ＲＩＶＥＲ’Ｓ５４３,9.3 ,71.60元,台灣東販出版社,https://book.douban.com/subject/1861772/
51541,タッチ完全版（1）,9.3 ,900（税込）,小学館,https://book.douban.com/subject/2360269/
51596,萨内蒂自传,9.3 ,CNY59.80,新世界出版社,https://book.douban.com/subject/26579136/
51617,银孔雀,9.3 ,17,少年儿童出版社,https://book.douban.com/subject/4262621/
51678,安徒生童话全集,9.3 ,168,浙江少年儿童出版社,https://book.douban.com/subject/1220517/
51702,史记,9.3 ,49.80元,新世界出版社,https://book.douban.com/subject/2130681/
51726,骆驼祥子·狗之晨,9.3 ,22.80元,译林出版社,https://book.douban.com/subject/7564735/
51755,绘森活--水彩私享课,9.3 ,62,湖北美术出版社,https://book.douban.com/subject/26708517/
51767,宋赵佶真书千字文秾芳诗,9.3 ,5,文物出版社,https://book.douban.com/subject/1337508/
51816,中村明日美子コレクションⅡコペルニクスの呼吸2,9.3 ,JPY842,太田出版,https://book.douban.com/subject/26433075/
51825,只有我不存在的城市02,9.3 ,NT$130,四季國際,https://book.douban.com/subject/25980696/
51827,只有我不存在的城市04,9.3 ,NT$130,四季國際,https://book.douban.com/subject/26418202/
51873,LUDLOWGARAGE,9.3 ,850,新書館,https://book.douban.com/subject/2127814/
51889,となりの関くん2,9.3 ,JPY620,メディアファクトリー,https://book.douban.com/subject/7061280/
51911,春の雪,9.3 ,660（税込）,新潮社;改版版,https://book.douban.com/subject/3395111/
51942,凉宫春日的消失,9.3 ,16.00元,上海译文出版社,https://book.douban.com/subject/4732040/
51959,バクマン。13,9.3 ,420円（税込）,集英社,https://book.douban.com/subject/6296002/
52003,火鳳燎原38,9.3 ,95元,东立出版社,https://book.douban.com/subject/4828001/
52014,俺様ティーチャー16,9.3 ,JPY450,白泉社,https://book.douban.com/subject/24839398/
52015,月刊少女野崎同學01,9.3 ,NT$140,青文出版社,https://book.douban.com/subject/25762669/
52040,未来の記憶風の行方,9.3 ,税込価格：¥900（本体：¥857）,リブレ出版,https://book.douban.com/subject/3902706/
52086,近代中国史纲,9.3 ,68.00元,格致出版社,https://book.douban.com/subject/10452103/
52100,混血豺王,9.3 ,14.5,江苏少年儿童出版社,https://book.douban.com/subject/1434499/
52132,銀魂47,9.3 ,NT$95,东立出版社,https://book.douban.com/subject/20390443/
52134,銀魂46,9.3 ,NT$95,东立出版社,https://book.douban.com/subject/20394081/
52151,薔薇下的真相3,9.3 ,NT$100,長鴻出版社股份有限公司,https://book.douban.com/subject/6937984/
52152,薔薇下的真相2,9.3 ,NT$100,長鴻出版社股份有限公司,https://book.douban.com/subject/6937988/
52176,明清名家小品精华,9.3 ,48.00元,安徽文艺出版社,https://book.douban.com/subject/3038384/
52246,十二国記·風の海·迷宮の岸（下）,9.3 ,462円,講談社,https://book.douban.com/subject/2982631/
52249,十二国記·月の影·影の海（下）,9.3 ,557円,講談社,https://book.douban.com/subject/2982640/
52316,君に届け11,9.3 ,420円（税込）,集英社,https://book.douban.com/subject/4836901/
52351,比马大战记2,9.3 ,HK$58,影文化传播（香港）有限公司,https://book.douban.com/subject/6954426/
52378,JOJO的奇妙冒險STONEOCEAN(08),9.3 ,NT$80元,东立出版社,https://book.douban.com/subject/3113014/
52379,JOJO的奇妙冒險STONEOCEAN(09),9.3 ,NT$80元,东立出版社,https://book.douban.com/subject/3113016/
52383,STEELBALLRUN飆馬野郎(03),9.3 ,NT$85元,东立出版社,https://book.douban.com/subject/3113033/
52384,STEELBALLRUN飆馬野郎(02),9.3 ,NT$85元,东立出版社,https://book.douban.com/subject/3113031/
52386,STEELBALLRUN飆馬野郎(20),9.3 ,95元,东立出版社,https://book.douban.com/subject/4822904/
52387,JOJO的奇妙冒險PART7飆馬野郎21,9.3 ,NT$95,东立出版社,https://book.douban.com/subject/5347864/
52408,スラムダンク（2）,9.3 ,410円（税込）,集英社,https://book.douban.com/subject/3901973/
52556,周易大传今注,9.3 ,39.00元,清华大学出版社,https://book.douban.com/subject/5285307/
52563,鲁迅自选集,9.3 ,16.00元,安徽人民出版社,https://book.douban.com/subject/10770768/
52576,劍豪生死鬥(06),9.3 ,100元,东立出版社,https://book.douban.com/subject/3176902/
52580,劍豪生死鬥(08),9.3 ,110元,东立出版社,https://book.douban.com/subject/3176904/
52582,劍豪生死鬥(09),9.3 ,110元,东立出版社,https://book.douban.com/subject/3176905/
52719,经济学原理,9.3 ,79.00元,清华大学出版社,https://book.douban.com/subject/1856927/
52730,小王子,9.3 ,25.00元,作家出版社,https://book.douban.com/subject/2278402/
52746,RIVER's543Vol.3,9.3 ,67.20元,台灣東販出版社,https://book.douban.com/subject/1861771/
52754,RIVER'S5438,9.3 ,168元新臺幣,台灣東販股份有限公司,https://book.douban.com/subject/2998590/
52829,情歌·荒原·四重奏,9.3 ,4.1,上海译文出版社,https://book.douban.com/subject/3034552/
52830,史记（全四册）,9.3 ,168.00元,中华书局,https://book.douban.com/subject/2701417/
52831,聊斋志异（全三册）,9.3 ,89.00元,人民文学出版社,https://book.douban.com/subject/2076577/
52859,舒克贝塔航空公司,9.3 ,14.80元,二十一世纪出版社,https://book.douban.com/subject/2224122/
52862,舒克贝塔和五角飞碟,9.3 ,14.80元,二十一世纪出版社,https://book.douban.com/subject/2223473/
52993,男子高校生的日常01,9.3 ,NT$95,东立出版社,https://book.douban.com/subject/10462998/
53017,バッカーノ!1931钝行篇TheGrandPunkRailroad,9.3 ,620円,メディアワークス,https://book.douban.com/subject/2979027/
53018,バッカーノ!TheRollingBootlegs,9.3 ,599円,メディアワークス,https://book.douban.com/subject/2979025/
53020,幸运星03,9.3 ,20.00元,广东教育出版社,https://book.douban.com/subject/10768005/
53044,バクマン。16,9.3 ,420円（税込）,集英社,https://book.douban.com/subject/7046702/
53046,バクマン。17,9.3 ,420円（税込）,集英社,https://book.douban.com/subject/10462980/
53048,バクマン。20,9.3 ,420円（税込）,集英社,https://book.douban.com/subject/10749626/
53078,鑽石王牌(10),9.3 ,95元,东立出版社,https://book.douban.com/subject/3725947/
53095,火鳳燎原42,9.3 ,NT95元,台湾东立出版社出版社,https://book.douban.com/subject/6712411/
53224,溪畔天问,9.3 ,20,上海人民出版社,https://book.douban.com/subject/1030714/
53266,交響情人夢(10),9.3 ,85元,东立出版社,https://book.douban.com/subject/1871713/
53271,交響情人夢(02),9.3 ,85元,东立出版社,https://book.douban.com/subject/1963113/
53335,君に届け10,9.3 ,420円,集英社,https://book.douban.com/subject/4196180/
53340,君に届け7,9.3 ,410円（税込）,集英社,https://book.douban.com/subject/3323757/
53341,君に届け3,9.3 ,410円（税込）,集英社,https://book.douban.com/subject/3323524/
53366,xxxHOLiC(08),9.3 ,100元,东立出版社,https://book.douban.com/subject/1760771/
53367,xxxHOLiC(07),9.3 ,100元,东立出版社,https://book.douban.com/subject/1439961/
53368,xxxHOLiC(10),9.3 ,105元,东立出版社,https://book.douban.com/subject/2015859/
53369,xxxHOLiC(09),9.3 ,100元,东立出版社,https://book.douban.com/subject/1963923/
53370,xxxHOLiC(12),9.3 ,105元,东立出版社,https://book.douban.com/subject/2972630/
53376,JOJO的奇妙冒險STONEOCEAN(06),9.3 ,NT$80元,东立出版社,https://book.douban.com/subject/3113011/
53377,JOJO的奇妙冒險STONEOCEAN(04),9.3 ,NT$80元,东立出版社,https://book.douban.com/subject/3113009/
53378,JOJO的奇妙冒險STONEOCEAN(05),9.3 ,NT$80元,东立出版社,https://book.douban.com/subject/3113010/
53379,JOJO的奇妙冒險STONEOCEAN(03),9.3 ,NT$80元,东立出版社,https://book.douban.com/subject/3113007/
53380,JOJO的奇妙冒險PART7飆馬野郎22,9.3 ,NT$95,东立出版社,https://book.douban.com/subject/5375803/
53410,文徵明落花诗,9.3 ,25.00元,上海书画出版社,https://book.douban.com/subject/6827842/
53429,神雕侠侣（套装共4册）,9.3 ,160.00元,广州出版社,https://book.douban.com/subject/4053576/
53449,幽☆遊☆白書―完全版(2),9.3 ,"1,200円（税込）",集英社,https://book.douban.com/subject/2286447/
53474,鋼之鍊金術師04,9.3 ,85(元),东立出版社,https://book.douban.com/subject/2160616/
53475,鋼之鍊金術師03,9.3 ,85(元),东立出版社,https://book.douban.com/subject/2160615/
53477,鋼之鍊金術師02,9.3 ,85(元),东立出版社,https://book.douban.com/subject/2160614/
53756,四世同堂（第2部偷生）,9.3 ,34.80元,译林出版社,https://book.douban.com/subject/7564734/
53757,四世同堂（第1部惶惑）,9.3 ,32.80元,译林出版社,https://book.douban.com/subject/10740546/
53782,amatoamaro,9.3 ,NT130,晶采,https://book.douban.com/subject/4711383/
53871,爆漫王。12,9.3 ,NT$95,东立出版社,https://book.douban.com/subject/5991503/
53883,大奥(第2巻),9.3 ,620円（税込）,白泉社,https://book.douban.com/subject/2253048/
53888,豐饒之海四部曲,9.3 ,NT$999,木馬文化,https://book.douban.com/subject/1418450/
53931,鑽石王牌(12),9.3 ,95元,东立出版社,https://book.douban.com/subject/3725951/
53932,鑽石王牌(13),9.3 ,95元,东立出版社,https://book.douban.com/subject/3725953/
53934,鑽石王牌(15),9.3 ,95元,东立出版社,https://book.douban.com/subject/3927881/
53939,火鳳燎原43,9.3 ,NT95(元),台湾东立出版社出版社,https://book.douban.com/subject/6850357/
53982,无人岛探险记,9.3 ,25.00元,二十一世纪出版社,https://book.douban.com/subject/1226201/
54008,龙珠39,9.3 ,9.80元,中国少年儿童出版社,https://book.douban.com/subject/1449261/
54018,交響情人夢(12),9.3 ,85元,东立出版社,https://book.douban.com/subject/2142907/
54019,交響情人夢(11),9.3 ,85元,东立出版社,https://book.douban.com/subject/2142905/
